"Customer","Sales Order ID","ShipDate","Product","Sales","Quantity"
"Carson, Coleman","SO72981",2013-06-23,"Water Bottle - 30 oz.",4.99,1
"Erica, Cai","SO72969",2013-06-23,"Water Bottle - 30 oz.",4.99,1
"Calvin, Nath","SO72968",2013-06-23,"Water Bottle - 30 oz.",4.99,1
"Brandy, Subram","SO73009",2013-06-23,"Water Bottle - 30 oz.",4.99,1
"Austin, Patterson","SO72984",2013-06-23,"Water Bottle - 30 oz.",4.99,1
"Samantha, Davis","SO73017",2013-06-23,"Water Bottle - 30 oz.",4.99,1
"Arturo, He","SO73011",2013-06-23,"Water Bottle - 30 oz.",4.99,1
"Jason, Carter","SO73056",2013-06-24,"Water Bottle - 30 oz.",4.99,1
"Michelle, Townsend","SO73069",2013-06-24,"Water Bottle - 30 oz.",4.99,1
"Curtis, Wang","SO73076",2013-06-24,"Water Bottle - 30 oz.",4.99,1
"Hailey, Baker","SO73058",2013-06-24,"Water Bottle - 30 oz.",4.99,1
"Connor, Simmons","SO73088",2013-06-24,"Water Bottle - 30 oz.",4.99,1
"Nathaniel, Torres","SO73054",2013-06-24,"Water Bottle - 30 oz.",4.99,1
"Xavier, Jenkins","SO73064",2013-06-24,"Water Bottle - 30 oz.",4.99,1
"Meghan, Munoz","SO73094",2013-06-24,"Water Bottle - 30 oz.",4.99,1
"Roy, Torres","SO73042",2013-06-24,"Water Bottle - 30 oz.",4.99,1
"Deanna, Navarro","SO73150",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Casey, Chander","SO73111",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Kyle, Lal","SO73131",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Jennifer, Mitchell","SO73135",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Mason, Hill","SO73159",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Mya, Jenkins","SO73157",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Gabrielle, Patterson","SO73156",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Dalton, Gonzalez","SO73155",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Krista, Alonso","SO73108",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Ian, Simmons","SO73132",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Stacey, Guo","SO73147",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Kaitlyn, Parker","SO73169",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Ian, Alexander","SO73166",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Hannah, Lewis","SO73181",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Terry, Nara","SO73174",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Raquel, Dominguez","SO73182",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Bruce, Dominguez","SO73176",2013-06-25,"Water Bottle - 30 oz.",4.99,1
"Eugene, He","SO73254",2013-06-26,"Water Bottle - 30 oz.",4.99,1
"Armando, Blanco","SO73227",2013-06-26,"Water Bottle - 30 oz.",4.99,1
"Trisha, Liang","SO73208",2013-06-26,"Water Bottle - 30 oz.",4.99,1
"Priscilla, She","SO73216",2013-06-26,"Water Bottle - 30 oz.",4.99,1
"Jake, He","SO73188",2013-06-26,"Water Bottle - 30 oz.",4.99,1
"Jack, Young","SO73243",2013-06-26,"Water Bottle - 30 oz.",4.99,1
"Virginia, Gonzalez","SO73313",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Julie, Raje","SO73309",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Gerald, Rodriguez","SO73332",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Renee, Serrano","SO73288",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Amanda, Diaz","SO73286",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Bryan, Morgan","SO73305",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Gabrielle, Perez","SO73303",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Alexis, Price","SO73285",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Manuel, Suri","SO73279",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Felicia, Townsend","SO73269",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Adam, Bryant","SO73318",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Richard, Lopez","SO73330",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Dawn, Guo","SO73324",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Haley, Lopez","SO73265",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Jenna, Hernandez","SO73315",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Tina, Rodriguez","SO73293",2013-06-27,"Water Bottle - 30 oz.",4.99,1
"Nicholas, Thompson","SO73397",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Beth, Alonso","SO73347",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Pedro, Sanz","SO73410",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Patrick, Reed","SO73378",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Rafael, Wang","SO73367",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Nicole, Peterson","SO73403",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Katelyn, Nelson","SO73356",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Randall, Gutierrez","SO73350",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Shane, Malhotra","SO73348",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Ryan, Johnson","SO73404",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Omar, Liang","SO73343",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Summer, Chandra","SO73366",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Jon, Chen","SO73412",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Timothy, Cox","SO73399",2013-06-28,"Water Bottle - 30 oz.",4.99,1
"Fernando, Barnes","SO73437",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Frederick, Martinez","SO73503",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Gavin, Long","SO73443",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Brett, Garcia","SO73496",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Meghan, Vazquez","SO73423",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Dominique, Lopez","SO73419",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Mason, Edwards","SO73447",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Carla, Gonzalez","SO73471",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Armando, Navarro","SO73426",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Jesse, Watson","SO73445",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Maurice, Black","SO73442",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Matthew, Garcia","SO73483",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Sean, Richardson","SO73485",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Glenn, Wu","SO73501",2013-06-29,"Water Bottle - 30 oz.",4.99,1
"Rachael, Rodriguez","SO73577",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Connie, Morgan","SO73553",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Alexander, Walker","SO73562",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Barry, Sara","SO73579",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Christina, Bailey","SO73533",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Michelle, Morris","SO73561",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Samuel, Adams","SO73555",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Tara, Luo","SO73513",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Alexandra, Diaz","SO73526",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Rachel, Clark","SO73527",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Leonard, She","SO73514",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Madeline, Allen","SO73535",2013-06-30,"Water Bottle - 30 oz.",4.99,1
"Warren, Andersen","SO73641",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Matthew, Thomas","SO73596",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Joe, Subram","SO73640",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Seth, Wilson","SO73601",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Wayne, Shan","SO73590",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Larry, Rowe","SO73634",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Jeremiah, Lopez","SO73621",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Jack, Nelson","SO73622",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Chase, Rivera","SO73633",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Joe, Belson","SO73631",2013-07-01,"Water Bottle - 30 oz.",4.99,1
"Brittney, Sun","SO73710",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Katherine, Williams","SO73643",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Adam, Baker","SO73659",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Elijah, Nelson","SO73684",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Jill, Moreno","SO73657",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Victoria, Cooper","SO73715",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Charles, Taylor","SO73689",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Lydia, Sai","SO73694",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Erick, Fernandez","SO73660",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Thomas, Turner","SO73687",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Kaitlin, Sullivan","SO73654",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Lisa, Lin","SO73656",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Johnathan, Gonzalez","SO73676",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Mason, Brooks","SO73672",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Michele, Lopez","SO73655",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Clayton, Goel","SO73671",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Paige, Morris","SO73703",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Lauren, Rogers","SO73670",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Harold, Arun","SO73697",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Summer, Perez","SO73702",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Gavin, Gonzales","SO73674",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Roberto, Dominguez","SO73713",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Briana, Jiménez","SO73714",2013-07-02,"Water Bottle - 30 oz.",4.99,1
"Jesse, Gray","SO73738",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Ronnie, He","SO73780",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Dylan, Simmons","SO73737",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Sheena, Chander","SO73726",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Meredith, Torres","SO73743",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Fernando, Washington","SO73744",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Whitney, Sara","SO73773",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Sierra, Turner","SO73727",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Adam, Hayes","SO73782",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Shannon, Zeng","SO73771",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Dominic, Lopez","SO73762",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Alexa, Gray","SO73770",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Brandon, Li","SO73739",2013-07-03,"Water Bottle - 30 oz.",4.99,1
"Phillip, Rana","SO73807",2013-07-04,"Water Bottle - 30 oz.",4.99,1
"Kristine, Alonso","SO73788",2013-07-04,"Water Bottle - 30 oz.",4.99,1
"Kevin, Hernandez","SO73840",2013-07-04,"Water Bottle - 30 oz.",4.99,1
"Mitchell, Lal","SO73797",2013-07-04,"Water Bottle - 30 oz.",4.99,1
"Kelsey, Shen","SO73845",2013-07-04,"Water Bottle - 30 oz.",4.99,1
"Adam, Washington","SO73821",2013-07-04,"Water Bottle - 30 oz.",4.99,1
"Timothy, Campbell","SO73822",2013-07-04,"Water Bottle - 30 oz.",4.99,1
"Tamara, Yang","SO73851",2013-07-04,"Water Bottle - 30 oz.",4.99,1
"Jeremy, Powell","SO73924",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Gina, Martin","SO73869",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Abby, Subram","SO73938",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Elijah, Kumar","SO73906",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Nicole, Price","SO73887",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Thomas, Foster","SO73894",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Nicole, Moore","SO73892",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Xavier, Baker","SO73909",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Joshua, Brown","SO73886",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Joshua, Williams","SO73891",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"David, Chen","SO73893",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Charles, Collins","SO73929",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Sergio, Malhotra","SO73916",2013-07-05,"Water Bottle - 30 oz.",4.99,1
"Seth, Roberts","SO73960",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Kevin, Coleman","SO74002",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Hailey, Ross","SO73987",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Darren, Dominguez","SO73940",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Jordan, West","SO73972",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Madeline, Phillips","SO73999",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Riley, Russell","SO73994",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Kimberly, Peterson","SO73971",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Christy, Cai","SO74020",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Aaron, Butler","SO73968",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Brandi, Serrano","SO74013",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Bradley, Sharma","SO73957",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Destiny, Sanders","SO74009",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Brent, Sun","SO74024",2013-07-06,"Water Bottle - 30 oz.",4.99,1
"Emmanuel, Garcia","SO74092",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Meghan, Diaz","SO74091",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Colleen, Cai","SO74039",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Clayton, Stone","SO74050",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Carol, Torres","SO74064",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Seth, Ramirez","SO74047",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Grace, Diaz","SO74046",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Brett, Raman","SO74075",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Emily, Jenkins","SO74078",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Candice, Hu","SO74088",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Marco, Srini","SO74079",2013-07-07,"Water Bottle - 30 oz.",4.99,1
"Kaitlyn, Scott","SO74113",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Benjamin, Jackson","SO74107",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Dennis, Guo","SO74127",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Regina, Vance","SO74108",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Erika, Alvarez","SO74126",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Jeremiah, Jackson","SO74129",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Terrance, Malhotra","SO74105",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Jordan, Foster","SO74104",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Nicole, Ward","SO74128",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"James, Hughes","SO74114",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Alisha, She","SO74140",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Fernando, Butler","SO74135",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Troy, Gonzalez","SO74143",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"Emmanuel, Fernandez","SO74103",2013-07-08,"Water Bottle - 30 oz.",4.99,1
"MAXSTRAT","SO61223",2013-01-08,"Women's Mountain Shorts, L",41.99,1
"Dellovade, A.C./Dick Corp/Kendall","SO61206",2013-01-08,"Women's Mountain Shorts, L",41.99,1
"Bibb Manufacturing Company","SO61229",2013-01-08,"Women's Mountain Shorts, L",83.99,2
"iLanguage","SO61239",2013-01-08,"Women's Mountain Shorts, L",83.99,2
"Capitola Works","SO61250",2013-01-08,"Women's Mountain Shorts, L",83.99,2
"RC","SO61202",2013-01-08,"Women's Mountain Shorts, L",125.98,3
"eDistrict","SO61248",2013-01-08,"Women's Mountain Shorts, L",167.98,4
"Picka","SO61201",2013-01-08,"Women's Mountain Shorts, L",209.97,5
"Xtreme","SO61209",2013-01-08,"Women's Mountain Shorts, L",209.97,5
"SASCO PC Products","SO61218",2013-01-08,"Women's Mountain Shorts, L",251.96,6
"Cabco West","SO61196",2013-01-08,"Women's Mountain Shorts, L",335.95,8
"Dayton Rubber Company","SO61222",2013-01-08,"Women's Mountain Shorts, L",377.95,9
"Id","SO61181",2013-01-08,"Women's Mountain Shorts, L",377.95,9
"Garbee and Garbee","SO61182",2013-01-08,"Women's Mountain Shorts, L",658.26,18
"Karsing","SO61216",2013-01-08,"Women's Mountain Shorts, L",804.54,22
"K.C. Irving","SO61211",2013-01-08,"Women's Mountain Shorts, L",841.10,23
"Isaiah, Brooks","SO61335",2013-01-09,"Women's Mountain Shorts, L",69.99,1
"Nicole, Gray","SO61506",2013-01-12,"Women's Mountain Shorts, L",69.99,1
"Krista, Vazquez","SO61541",2013-01-13,"Women's Mountain Shorts, L",69.99,1
"Calvin, Shen","SO61661",2013-01-15,"Women's Mountain Shorts, L",69.99,1
"Madison, Anderson","SO61687",2013-01-15,"Women's Mountain Shorts, L",69.99,1
"Jorge, Xu","SO61758",2013-01-16,"Women's Mountain Shorts, L",69.99,1
"Sean, Parker","SO61748",2013-01-16,"Women's Mountain Shorts, L",69.99,1
"Tara, Jai","SO61786",2013-01-17,"Women's Mountain Shorts, L",69.99,1
"Alexandra, Mitchell","SO61879",2013-01-18,"Women's Mountain Shorts, L",69.99,1
"James, Green","SO61881",2013-01-18,"Women's Mountain Shorts, L",69.99,1
"Ian, Miller","SO61935",2013-01-19,"Women's Mountain Shorts, L",69.99,1
"Alexandra, Jenkins","SO62110",2013-01-22,"Women's Mountain Shorts, L",69.99,1
"Maria, Watson","SO62154",2013-01-22,"Women's Mountain Shorts, L",69.99,1
"Jonathon, Alvarez","SO62199",2013-01-23,"Women's Mountain Shorts, L",69.99,1
"Casey, Shan","SO62175",2013-01-23,"Women's Mountain Shorts, L",69.99,1
"Angela, Ward","SO62308",2013-01-25,"Women's Mountain Shorts, L",69.99,1
"Darren, Fernandez","SO62421",2013-01-27,"Women's Mountain Shorts, L",69.99,1
"Sarah, Simmons","SO62491",2013-01-28,"Women's Mountain Shorts, L",69.99,1
"Ashley, Thompson","SO62497",2013-01-28,"Women's Mountain Shorts, L",69.99,1
"Natalie, Scott","SO62492",2013-01-28,"Women's Mountain Shorts, L",69.99,1
"Carson, Washington","SO62713",2013-02-01,"Women's Mountain Shorts, L",69.99,1
"Danielle, Morris","SO62714",2013-02-01,"Women's Mountain Shorts, L",69.99,1
"Amber, Baker","SO62851",2013-02-03,"Women's Mountain Shorts, L",69.99,1
"Roberto, Ramos","SO62883",2013-02-04,"Women's Mountain Shorts, L",69.99,1
"Stephanie, Perez","SO62900",2013-02-04,"Women's Mountain Shorts, L",69.99,1
"Tabitha, Smith","SO62972",2013-02-05,"Women's Mountain Shorts, L",69.99,1
"Rachel, Bailey","SO63024",2013-02-06,"Women's Mountain Shorts, L",69.99,1
"Nicholas, Brown","SO63083",2013-02-07,"Women's Mountain Shorts, L",69.99,1
"Garlin Imports","SO63198",2013-02-08,"Women's Mountain Shorts, L",41.99,1
"Universal Access","SO63227",2013-02-08,"Women's Mountain Shorts, L",41.99,1
"FCS","SO63161",2013-02-08,"Women's Mountain Shorts, L",41.99,1
"Neeka","SO63178",2013-02-08,"Women's Mountain Shorts, L",41.99,1
"Patient","SO63275",2013-02-08,"Women's Mountain Shorts, L",41.99,1
"Tadpole","SO63123",2013-02-08,"Women's Mountain Shorts, L",83.99,2
"Big Mountain Multi","SO63245",2013-02-08,"Women's Mountain Shorts, L",83.99,2
"Take 3","SO63120",2013-02-08,"Women's Mountain Shorts, L",83.99,2
"Texasgulf Inc.","SO63236",2013-02-08,"Women's Mountain Shorts, L",83.99,2
"Hegemony","SO63280",2013-02-08,"Women's Mountain Shorts, L",83.99,2
"YourFuture","SO63179",2013-02-08,"Women's Mountain Shorts, L",83.99,2
"HCHS","SO63209",2013-02-08,"Women's Mountain Shorts, L",83.99,2
"Vanstar","SO63229",2013-02-08,"Women's Mountain Shorts, L",83.99,2
"Clearout","SO63129",2013-02-08,"Women's Mountain Shorts, L",83.99,2
"Signature","SO63188",2013-02-08,"Women's Mountain Shorts, L",125.98,3
"SAS Institute","SO63290",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"Vector USA","SO63216",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"Underwriters Laboratories","SO63151",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"FIND/SVP","SO63149",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"Federated Co-Operatives Limited","SO63159",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"Dan River Mills, Inc.","SO63252",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"Papyrus","SO63251",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"Del Monte Corporation","SO63170",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"zNET","SO63235",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"Harvard Trust Company","SO63242",2013-02-08,"Women's Mountain Shorts, L",167.98,4
"Zocalo","SO63266",2013-02-08,"Women's Mountain Shorts, L",209.97,5
"Xenet","SO63281",2013-02-08,"Women's Mountain Shorts, L",209.97,5
"Southam Inc.","SO63194",2013-02-08,"Women's Mountain Shorts, L",251.96,6
"Helios","SO63157",2013-02-08,"Women's Mountain Shorts, L",251.96,6
"Caribian Specialties","SO63214",2013-02-08,"Women's Mountain Shorts, L",377.95,9
"DCS Laboratory","SO63131",2013-02-08,"Women's Mountain Shorts, L",419.94,10
"Onestar","SO63283",2013-02-08,"Women's Mountain Shorts, L",556.95,14
"Tanager","SO63212",2013-02-08,"Women's Mountain Shorts, L",548.55,15
"We Find It 4 U","SO63291",2013-02-08,"Women's Mountain Shorts, L",694.83,19
"Cameron, Foster","SO63377",2013-02-09,"Women's Mountain Shorts, L",69.99,1
"Grace, Cox","SO63470",2013-02-10,"Women's Mountain Shorts, L",69.99,1
"Brent, Wang","SO63446",2013-02-10,"Women's Mountain Shorts, L",69.99,1
"Madeline, Carter","SO63451",2013-02-10,"Women's Mountain Shorts, L",69.99,1
"William, Clark","SO63448",2013-02-10,"Women's Mountain Shorts, L",69.99,1
"Brittney, Chen","SO63646",2013-02-13,"Women's Mountain Shorts, L",69.99,1
"Gabriel, Bryant","SO63647",2013-02-13,"Women's Mountain Shorts, L",69.99,1
"Ken, Sánchez","SO63718",2013-02-14,"Women's Mountain Shorts, L",69.99,1
"Savannah, Watson","SO63711",2013-02-14,"Women's Mountain Shorts, L",69.99,1
"Isabella, Garcia","SO63780",2013-02-15,"Women's Mountain Shorts, L",69.99,1
"Kaitlyn, Phillips","SO63779",2013-02-15,"Women's Mountain Shorts, L",69.99,1
"Allison, Sanders","SO63845",2013-02-16,"Women's Mountain Shorts, L",69.99,1
"Gabrielle, Howard","SO63977",2013-02-18,"Women's Mountain Shorts, L",69.99,1
"Deborah, McDonald","SO63957",2013-02-18,"Women's Mountain Shorts, L",69.99,1
"Oscar, Bryant","SO64024",2013-02-19,"Women's Mountain Shorts, L",69.99,1
"Katherine, Kelly","SO64023",2013-02-19,"Women's Mountain Shorts, L",69.99,1
"Anna, Bryant","SO64154",2013-02-21,"Women's Mountain Shorts, L",69.99,1
"Andrea, Cooper","SO64138",2013-02-21,"Women's Mountain Shorts, L",69.99,1
"Raul, Deng","SO64185",2013-02-22,"Women's Mountain Shorts, L",69.99,1
"Nicolas, Yuan","SO64200",2013-02-22,"Women's Mountain Shorts, L",69.99,1
"Miranda, Gonzales","SO64325",2013-02-24,"Women's Mountain Shorts, L",69.99,1
"Rachel, Rivera","SO64326",2013-02-24,"Women's Mountain Shorts, L",69.99,1
"Ariana, Richardson","SO64555",2013-02-27,"Women's Mountain Shorts, L",69.99,1
"Adam, Perry","SO64652",2013-02-28,"Women's Mountain Shorts, L",69.99,1
"Jada, Richardson","SO64750",2013-03-02,"Women's Mountain Shorts, L",69.99,1
"Donald, Srini","SO64801",2013-03-03,"Women's Mountain Shorts, L",69.99,1
"Sean, Howard","SO64835",2013-03-03,"Women's Mountain Shorts, L",69.99,1
"Sierra, Allen","SO64872",2013-03-04,"Women's Mountain Shorts, L",69.99,1
"Bryce, Rivera","SO64914",2013-03-05,"Women's Mountain Shorts, L",69.99,1
"Richard, Watson","SO64978",2013-03-06,"Women's Mountain Shorts, L",69.99,1
"Kaitlyn, Hall","SO65061",2013-03-07,"Women's Mountain Shorts, L",69.99,1
"Jeremy, Wilson","SO65043",2013-03-07,"Women's Mountain Shorts, L",69.99,1
"Jack, Flores","SO65112",2013-03-08,"Women's Mountain Shorts, L",69.99,1
"Calypso","SO65305",2013-03-09,"Women's Mountain Shorts, L",41.99,1
"Tandy Corporation","SO65254",2013-03-09,"Women's Mountain Shorts, L",41.99,1
"Savetz Publishing","SO65283",2013-03-09,"Women's Mountain Shorts, L",41.99,1
"Equitable Life Assurance Society","SO65315",2013-03-09,"Women's Mountain Shorts, L",83.99,2
"Safe","SO65171",2013-03-09,"Women's Mountain Shorts, L",83.99,2
"Pacific Bell","SO65246",2013-03-09,"Women's Mountain Shorts, L",83.99,2
"Eloi Companies","SO65196",2013-03-09,"Women's Mountain Shorts, L",83.99,2
"Caravelle","SO65319",2013-03-09,"Women's Mountain Shorts, L",83.99,2
"Racal Recorders","SO65309",2013-03-09,"Women's Mountain Shorts, L",83.99,2
"Homebound","SO65208",2013-03-09,"Women's Mountain Shorts, L",83.99,2
"Tatters","SO65270",2013-03-09,"Women's Mountain Shorts, L",125.98,3
"Maui Island  (MIC)","SO65180",2013-03-09,"Women's Mountain Shorts, L",125.98,3
